This chart shows expert ratings of over 1700 Chocolate Bars,,,,,,,,,
"Among the criteria are review date, cocoa percent, and the type of cocoa bean in the chocolate bar",,,,,,,,,
Data retrieved from kaggle.com,,,,,,,,,
"CompanyX 
(Maker-if known)","Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent",Column,"Company
Location",Rating,"Bean
Type","Broad Bean
Origin"
Tablette (aka Vanillabeans),Trinidad,1680,"July, 2015",77%,,Japan,2.75,Trinitario,Trinidad
Tan Ban Skrati,"Paramaribo, batch September, 20160043-01",1868,"September, 2016",70%,,Suriname,3.25,Trinitario,Suriname
Taza,Belize,1271,"December, 2014",68%,,U.S..,3,Trinitario,Belize
Taza,Alto Beni,785,"October, 2011",87%,,U.S.A.,3.25,X ,Bolivia
Taza,Chiapan,451,"February, 2009",75%,,U.S.A.,2.75,X ,Mexico
Taza,"Dark, Stone Ground",180,"June, 2007",70%,,U.S.A.,3,X ,Dominican Republic
TCHO,West Africa,1716,"September, 2016",62%,,U.S.A.,2,Forastero,West Africa
TCHO,Peru- Ecuador,915,"January, 2012",99%,,usa.,3.25,X ,"Peru, Ecuador"
TCHO,TCHOPro 60.5,387,"February, 2009",60%,,U.S.A.,2.75,X ,X 
TCHO,TCHOPro 68,387,"February, 2009",68%,,U.S.A.,3,X ,X 
TCHO,Chocolatey-beta,199,"April, 2008",70%,,U.S.A.,2.5,Forastero,Ghana
TCHO,Fruity-beta,280,"April, 2008",70%,,U.S.A.,2.5,X ,Peru
TCHO,Citrus-beta,280,"April, 2008",70%,,U.S.A.,2.75,X ,Madagascar
TCHO,Nutty-beta,284,"April, 2008",70%,,U.S.A.,2.5,X ,Peru
Tejas,Concepcion,801,"January, 2012",70%,,U.S..,2.75,X ,Madagascar
Tejas,Bayou Blend,801,"January, 2012",70%,,U.S.A.,3,Blend,"Ecuador, Mad., PNG"
Tejas,Aranama,805,"January, 2012",70%,,U.S.A.,3,X ,Papua New Guinea
Tejas,Presidio,805,"January, 2012",70%,,U.S.A.,3.5,X ,Dominican Republic
Tejas,"La Bahia, w/ cane juice",817,"January, 2012",70%,,U.S.A.,3.25,X ,Ecuador
Tejas,Capistrano,821,"January, 2012",70%,,U.S.A.,2,X ,Peru
Tejas,"La Bahia, w/ cane sugar",825,"January, 2012",70%,,U.S.A.,3.25,X ,Ecuador
Tejas,San Jose,829,"January, 2012",70%,,U.S.A.,2.75,X ,Bolivia
Tejas,Capistrano*,829,"January, 2012",70%,,U.S.A.,3,X ,Madagascar
Tejas,Espada,833,"January, 2012",70%,,usa.,3.25,X ,Mexico
Tejas,Espada,967,"January, 2012",70%,,U.S.A.,2.75,X ,Brazil
Tejas,Concepcion*,971,"January, 2012",80%,,U.S.A.,3,X ,Venezuela
Tejas,San Jose,971,"January, 2012",67%,,U.S.A.,3.25,X ,Bolivia
Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",971,"January, 2012",70%,,U.S.A.,3.5,Forastero (Parazinho),Brazil
Terroir,Peru,1478,"July, 2015",70%,,U.S.A.,2.75,X ,Peru
Terroir,Belize,1478,"July, 2015",70%,,U.S.A.,3.75,Trinitario,Belize
Terroir,Madagascar,1478,"July, 2015",70%,,usa.,3.75,Trinitario,Madagascar
Terroir,Ecuador,1482,"July, 2015",70%,,U.S.A.,3.25,X ,Ecuador
Terroir,Oko Caribe,1554,"July, 2015",70%,,U.S.A.,3.5,X ,Domincan Republic
Terroir,Guatemala,1558,"July, 2015",70%,,U.S.A.,3.75,Trinitario,Guatemala
Terroir,Ecuador,1323,"December, 2014",77%,,U.S.A.,3.25,X ,Ecuador
Terroir,Madagascar,1323,"December, 2014",67%,,U.S.A.,3.75,Trinitario,Madagascar
Terroir,Uganda,1323,"December, 2014",73%,,usa.,3.75,Forastero,Uganda
The Barn,Peru,1614,"July, 2015",70%,,Sweden,3,X ,Peru
Theo,Congo w/ nibs,903,"January, 2012",65%,,U.S.A.,3.25,Forastero,Congo
Theo,Madagascar,162,"June, 2007",65%,,U.S.A.,3.5,Trinitario,Madagascar
Theo,Ivory Coast,184,"June, 2007",75%,,U.S.A.,2.5,X ,Ivory Coast
Theo,"Ghana, Kumasi",184,"June, 2007",84%,,U.S.A.,3,Forastero,Ghana
Theo,"Venezuela; Barinos, Merida, Tachron",188,"June, 2007",91%,,U.S.A.,2,Blend,Venezuela
Theo,"Ghana, Panama, Ecuador",188,"June, 2007",75%,,U.S.A.,3,Blend,"Ghana, Panama, Ecuador"
Theobroma,"Piura Select, Cacao Blanc",1684,"July, 2015",70%,,Japan,3.25,X ,Peru
Timo A. Meyer,"Belize, med roast",1836,"September, 2016",72%,,Germany ,3.75,"Trinitario, TCGA",Belize
To'ak (Ecuatoriana),Manabi,1418,"December, 2014",81%,,Ecuador,3.25,Forastero (Nacional),Ecuador
Tobago Estate (Pralus),"Roxborough, Tobago",895,"January, 2012",70%,, France,4,Trinitario,Tobago
Tocoti,"Wild Bolivian, Jungle Love",927,"January, 2012",77%,,U.S.A.,3,Criollo,Bolivia
Tocoti,Venezuela,789,"October, 2011",72%,,U.S.A.,2.75,X ,Venezuela
Tocoti,Dominican Republic,789,"October, 2011",74%,,usa.,3,X ,Dominican Republic
Treehouse,Conacado,1239,"December, 2014",72%,,U.S.A.,3,X ,Dominican Republic
Tsara (Cinagra),"Ambanja, Tsara Valley",753,"October, 2011",72%,,Madagascar,3.5,X ,Madagascar
twenty-four blackbirds,Oko Caribe,1700,"July, 2015",75%,,U.S.A.,2.75,X ,Domincan Republic
twenty-four blackbirds,"Cedeno, lot 271",1700,"July, 2015",75%,,U.S.A.,3.5,X ,Ecuador
twenty-four blackbirds,Madagascar,1235,"December, 2014",75%,,U.S.A.,3.5,Trinitario,Madagascar
twenty-four blackbirds,Dominican Republic,1022,"May, 2013",68%,,U.S.A.,3.25,X ,Dominican Republic
twenty-four blackbirds,Palos Blancos,1026,"May, 2013",75%,,usa.,2.5,X ,Bolivia
twenty-four blackbirds,Dominican Republic,753,"October, 2011",73%,,U.S.A.,2.75,X ,Dominican Republic
Two Ravens,Peru,1740,"September, 2016",60%,,U.S.A.,3,Criollo,Peru
Un Dimanche A Paris,Dominican Republic,709,"October, 2011",63%,, France,3.75,X ,Dominican Republic
Undone,Matagalpa,1438,"December, 2014",74%,,U.S.A.,2.75,X ,Nicaragua
Undone,Nourish,1438,"December, 2014",70%,,U.S.A.,3,X ,Dominican Republic
Upchurch,"Madagascar, Sassy Bar",1752,"September, 2016",72%,,U.S.A.,3,Trinitario,Madagascar
Upchurch,"Tanzania, Party Bar",1752,"September, 2016",72%,,U.S.A.,3.25,X ,Tanzania
Urzi,"Sur del Lago, Merida",1327,"December, 2014",65%,,italy,3.25,Trinitario,Venezuela
Valrhona,"Piura, Illanka, Quemazon",1510,"July, 2015",63%,, France,4,X ,Peru
Valrhona,"Andoa, Grand Cru blend",1145,"May, 2013",70%,, France,3.5,X ,X 
Valrhona,"Loma Sotavento, May, 2013",1153,"May, 2013",64%,, France,3.5,X ,Dominican Republic
Valrhona,"Otucan, Grand Cru",931,"January, 2012",69%,, France,4,X ,Venezuela
Valrhona,Caraque,709,"October, 2011",56%,,  France ,3.25,X ,X 
Valrhona,"Porcelana, Pedegral",757,"October, 2011",64%,, France  ,4,Criollo,Venezuela
Valrhona,Tainori,327,"February, 2009",64%,, France  ,3.75,X ,Dominican Republic
Valrhona,Alpaco,370,"February, 2009",66%,,  France   ,3.75,X ,Ecuador
Valrhona,Nyangbo,395,"February, 2009",68%,,  France   ,3.5,Forastero,Ghana
Valrhona,Araguani,117,"June, 2007",72%,, France  ,3,Blend,"Venezuela, Carribean"
Valrhona,Chuao 2002 P.,129,"June, 2007",65%,, France  ,3.75,Trinitario,Venezuela
Valrhona,Manjari,129,"June, 2007",64%,, France  ,4,"Criollo, Trinitario",Madagascar
Valrhona,Le Noir Extra Amer,147,"June, 2007",85%,, France,1.5,X ,X 
Valrhona,Abinao,153,"June, 2007",85%,, France,2.5,Forastero,West Africa
Valrhona,Le Noir Amer,157,"June, 2007",71%,, France,2.75,Forastero,West Africa
Valrhona,"Porcelana, Maracaibo, Palmira P. November, 2006",162,"June, 2007",64%,, France,3.25,Criollo (Porcelana),Venezuela
Valrhona,Caraibe,63,"November, 2006",66%,, France,3,Trinitario,Carribean
Valrhona,Guanaja,63,"November, 2006",70%,, France,4,"Criollo, Trinitario",South America
Valrhona,Gran Couva 2005 P.,75,"November, 2006",64%,, France  ,2.5,Trinitario,Trinidad
Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",75,"November, 2006",64%,,  France ,3,Criollo (Porcelana),Venezuela
Valrhona,"Sambirano, Ampamakia 2005, Millot P.",75,"November, 2006",64%,,   France  ,3.5,Trinitario,Madagascar
Vanleer (Barry Callebaut),Manhattan,963,"January, 2012",72%,,U.S.A.,2.5,Forastero,Ghana
Vanleer (Barry Callebaut),Napa,963,"January, 2012",65%,,U.S.A.,2.75,Forastero,Ghana
Vao Vao (Chocolaterie Robert),Madagascar,404,"February, 2009",72%,,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,"February, 2009",76%,,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,"February, 2009",80%,,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,"February, 2009",70%,,Madagascar,3,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,404,"February, 2009",68%,,Madagascar,3,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,"February, 2009",64%,,Madagascar,3.25,Trinitario,Madagascar
Vicuna,Palos Blancos,1470,"July, 2015",70%,,U.S.A.,3.25,X ,Bolivia
Vicuna,Palos Blancos + nibs,1470,"July, 2015",70%,,U.S.A.,3.25,X ,Bolivia
Videri,Dominican Republic,1211,"December, 2014",90%,,U.S.A.,3.25,X ,Dominican Republic
Videri,Trinidad,1211,"December, 2014",75%,,U.S.A.,3.5,Trinitario,Trinidad
Videri,Mindo,1227,"December, 2014",75%,,U.S.A.,3.5,X ,Ecuador
Videri,Dark,1117,"May, 2013",90%,,usa.,3.75,X ,Central and S. America
Videri,Classic,991,"January, 2012",70%,,U.S.A.,3.25,X ,Central and S. America
Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",951,"January, 2012",70%,,  France   ,3.5,Trinitario,Vietnam
Vintage Plantations,San Martin,1205,"December, 2014",75%,,U.S.A.,3,X ,Peru
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/June, 2007",153,"June, 2007",100%,,U.S.A.,2,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/June, 2007",153,"June, 2007",90%,,U.S.A.,2,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/June, 2007",153,"June, 2007",75%,,U.S.A.,3,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande June, 2007",153,"June, 2007",65%,,U.S.A.,3,Forastero (Arriba),Ecuador
Violet Sky,Sambirano Valley,1458,"July, 2015",77%,,U.S.A.,2.75,Trinitario,Madagascar
Violet Sky,Moho River Valley,1458,"July, 2015",77%,,usa.,3,"Criollo, Trinitario",Belize
Violet Sky,Cuyagua,1458,"July, 2015",77%,,U.S.A.,3,Criollo,Venezuela
Violet Sky,Peru,1458,"July, 2015",77%,,U.S.A.,3.25,"Criollo, Trinitario",Peru
Violet Sky,Cahabon,1502,"July, 2015",77%,,U.S.A.,2.75,Trinitario,Guatemala
Vivra,Peru,1720,"September, 2016",70%,,usa.,2.5,X ,Peru
Vivra,Ocumare,1720,"September, 2016",70%,,U.S.A.,2.5,X ,Venezuela
Vivra,Dominican Republic,1724,"September, 2016",70%,,U.S.A.,3,X ,Domincan Republic
Wellington Chocolate Factory,Conacado,1756,"September, 2016",70%,,New Zealand,3.5,Trinitario,Dominican Republic
Wellington Chocolate Factory,"Piura Blanco, Norandino",1756,"September, 2016",70%,,New Zealand,3.5,X ,Peru
Whittakers,Ghana,733,"October, 2011",72%,,New Zealand,2.5,Forastero,Ghana
Wilkie's Organic,Amazonas,1169,"May, 2013",75%,,Ireland,2.5,Criollo,Peru
Wilkie's Organic,Amazonas,1169,"May, 2013",89%,,Ireland,2.75,Criollo,Peru
Wilkie's Organic,Tumbes,1169,"May, 2013",75%,,Ireland,3.25,Criollo,Peru
Wilkie's Organic,Amazonas w/ nibs,1173,"May, 2013",75%,,Ireland,2.75,Criollo,Peru
Willie's Cacao,Los Llanos,1848,"September, 2016",70%,,U.K.,4,X ,Colombia
Willie's Cacao,Los Llanos,1227,"December, 2014",88%,,U.K.,3,Trinitario,Colombia
Willie's Cacao,"Java, Indonesian Black",1109,"May, 2013",100%,,u.k.,2.25,X ,Indonesia
Willie's Cacao,Sambirano,593,"May, 2010",71%,,U.K.,3,Trinitario,Madagascar
Willie's Cacao,Hacienda Las Trincheras,593,"May, 2010",72%,,u.k.,3.5,X ,Venezuela
Willie's Cacao,Java,593,"May, 2010",69%,,united kingdom,3.75,X ,Indonesia
Willie's Cacao,San Martin,457,"February, 2009",70%,,U.K.,3,X ,Peru
Willie's Cacao,Rio Caribe,457,"February, 2009",72%,,united kingdom,3.25,Trinitario,Venezuela
Wm,"Guasare, Zulia Prov., July, 2015, batch 124",1912,"September, 2016",74%,,U.S.A.,3,Criollo,Venezuela
Wm,"Wild Beniano, September, 2016, batch 128, Heirloom",1912,"September, 2016",76%,,U.S.A.,3.5,X ,Bolivia
Wm,"Ghana, May, 2013, batch 129",1916,"September, 2016",75%,,U.S.A.,3.75,X ,Ghana
Woodblock,"Maranon, Cajamarca",1243,"December, 2014",70%,,usa.,3,Forastero (Nacional),Peru
Woodblock,"Camino Verde P., Balao, Guayas",1042,"May, 2013",70%,,U.S.A.,3.25,X ,Ecuador
Woodblock,Gran Couva,1042,"May, 2013",70%,,U.S.A.,3.5,Trinitario,Trinidad
Woodblock,Ecuador,825,"January, 2012",70%,,U.S.A.,2.5,X ,Ecuador
Woodblock,Costa Rica,825,"January, 2012",70%,,U.S.A.,3,X ,Costa Rica
Woodblock,Sambirano,951,"January, 2012",70%,,U.S.A.,3.25,Trinitario,Madagascar
Woodblock,Ocumare,741,"October, 2011",70%,,U.S.A.,4,X ,Venezuela
Woodblock,La Red,769,"October, 2011",70%,,U.S.A.,3.5,X ,Dominican Republic
Xocolat,Hispaniola,1057,"May, 2013",66%,,Domincan Republic,3,X ,Dominican Republic
Xocolla,"Sambirano, batch 170102",1948,"March, 2017",70%,,U.S.A.,2.75,X ,Madagascar
Xocolla,"Hispaniola, batch 170104",1948,"March, 2017",70%,,U.S.A.,2.5,X ,Dominican Republic
Zak's,"Papua New Guinea, Batch 2",1574,"July, 2015",70%,,U.S.A.,3,X ,Papua New Guinea
Zak's,"Dominican Republic, Batch D2",1578,"July, 2015",70%,,U.S.A.,3.25,X ,Domincan Republic
Zak's,"Madagascar, Batch 2",1578,"July, 2015",70%,,U.S.A.,3.25,Trinitario,Madagascar
Zak's,"Peru, Batch 1",1578,"July, 2015",70%,,U.S.A.,3.25,X ,Peru
Zak's,"Belize, Batch 2",1578,"July, 2015",70%,,U.S.A.,3.5,Trinitario,Belize
Zak's,"House Blend, Batch 2",1582,"July, 2015",60%,,U.S.A.,3,X ,X 
Zart Pralinen,"Millot P., Ambanja",1820,"September, 2016",70%,,Austria,3.5,"Criollo, Trinitario",Madagascar
Zart Pralinen,UNOCACE,1824,"September, 2016",70%,,Austria,2.75,Nacional (Arriba),Ecuador
Zart Pralinen,San Juan Estate,1824,"September, 2016",85%,,Austria,2.75,Trinitario,Trinidad
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,"September, 2016",85%,,Austria,3,"Criollo, Trinitario",Tanzania
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,"September, 2016",70%,,Austria,3.5,"Criollo, Trinitario",Tanzania
Zart Pralinen,"San Juan Estate, Gran Couva",1880,"September, 2016",78%,,Austria,3.5,Trinitario,Trinidad
Zokoko,Guadalcanal,1716,"September, 2016",78%,,Australia,3.75,X ,Solomon Islands
Zokoko,Goddess Blend,1780,"September, 2016",65%,,Australia,3.25,X ,X 
Zokoko,Alto Beni,697,"October, 2011",68%,,Australia,3.5,X ,Bolivia
Zokoko,Tokiala,701,"October, 2011",66%,,Australia,3.5,Trinitario,Papua New Guinea
Zokoko,"Tranquilidad, Baures",701,"October, 2011",72%,,Australia,3.75,X ,Bolivia
Zotter,Raw,1205,"December, 2014",80%,,Austria,2.75,X ,X 
Zotter,"Bocas del Toro, Cocabo Co-op",801,"January, 2012",72%,,Austria,3.5,X ,Panama
Zotter,Amazonas Frucht,801,"January, 2012",65%,,Austria,3.5,X ,X 
Zotter,"Satipo Pangoa region, 16hr conche",875,"January, 2012",70%,,Austria,3,Criollo (Amarru),Peru
Zotter,"Satipo Pangoa region, 20hr conche",875,"January, 2012",70%,,Austria,3.5,Criollo (Amarru),Peru
Zotter,"Loma Los Pinos, Yacao region, D.R.",875,"January, 2012",62%,,Austria,3.75,X ,Dominican Republic
Zotter,El Oro,879,"January, 2012",75%,,Austria,3,Forastero (Nacional),Ecuador
Zotter,Huiwani Coop,879,"January, 2012",75%,,Austria,3,"Criollo, Trinitario",Papua New Guinea
Zotter,El Ceibo Coop,879,"January, 2012",90%,,Austria,3.25,X ,Bolivia
Zotter,Santo Domingo,879,"January, 2012",70%,,Austria,3.75,X ,Dominican Republic
Zotter,"Kongo, Highlands",883,"January, 2012",68%,,Austria,3.25,Forastero,Congo
Zotter,"Indianer, Raw",883,"January, 2012",58%,,Austria,3.5,X ,X 
Zotter,Peru,647,"October, 2011",70%,,Austria,3.75,X ,Peru
Zotter,Congo,749,"October, 2011",65%,,Austria,3,Forastero,Congo
Zotter,Kerala State,749,"October, 2011",65%,,Austria,3.5,Forastero,India
Zotter,Kerala State,781,"October, 2011",62%,,Austria,3.25,X ,India
Zotter,"Brazil, Mitzi Blue",486,"May, 2010",65%,,Austria,3,X ,Brazil
